asset_id,request_id,status,source_file,runtime_file,sha256,creator,tool_model,created_at,license,source_url,attribution_required,attribution_text,approved_by,approved_at,integrated_at,replaces_asset_id,notes
VIS-CHR-002-v006-v006,VIS-CHR-002,received,inbox/visual/characters/VIS-CHR-002_alice_sprite_sheet_v006.png,,b5478e44b475fccf474a6943f80a267e55f480c78c7b1940ca0d7b4365d2cc2b,Mavis/project,procedural-sprite-v006 (Pillow painterly cells),2026-08-07,owned,none,false,,,,,VIS-CHR-002-sprite-sheet-ai-v005,v006 complete 48-frame RGBA sprite package; received only
VIS-CHR-002-v006-v006,VIS-CHR-002,received,inbox/visual/characters/VIS-CHR-002_frames_v006.json,,13b6389e93bc7b9eca2c589ca265c92e966cd59527a1a9fccecbd8a2a41740b5,Mavis/project,procedural-sprite-v006 (Pillow painterly cells),2026-08-07,owned,none,false,,,,,VIS-CHR-002-sprite-sheet-ai-v005,v006 complete 48-frame RGBA sprite package; received only
